;Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Unnamed: 7
24902;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0098.png;23;Jellyfish;383;0;410;12;
5478;2019-03-06_22-24-20to2019-03-06_22-24-31_1-0157.png;27;Shrimp;236;213;258;237;
17184;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0242.png;19;Fish;578;378;843;538;
24964;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0056.png;7;Crab;382;308;433;332;
25083;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0056.png;8;Jellyfish;96;305;119;334;
24786;2019-03-20_05-40-25to2019-03-20_05-40-33_1-0090.png;6;Jellyfish;363;2;392;30;
19505;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0151.png;6;Fish;542;327;636;400;
7120;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0070.png;1;Starfish;398;477;469;535;
7420;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0070.png;3;Crab;587;442;624;470;
7726;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0070.png;5;Small_fish;103;403;178;423;
7940;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0070.png;6;Small_fish;0;411;46;431;
11069;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0079.png;1;Small_fish;36;462;111;544;
11176;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0079.png;3;Small_fish;186;451;258;475;
11283;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0079.png;4;Small_fish;185;471;257;499;
11307;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0079.png;5;Small_fish;119;503;175;540;
11321;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0079.png;6;Small_fish;85;495;146;521;
11395;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0079.png;7;Small_fish;143;471;188;503;
23014;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0045.png;10;Starfish;448;247;491;287;
19849;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0022.png;30;Starfish;408;512;489;539;
20059;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0022.png;31;Crab;468;288;521;317;
9160;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0046.png;2;Small_fish;0;395;56;473;
9161;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0046.png;5;Small_fish;2;90;56;221;
13010;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0112.png;1;Starfish;435;458;476;503;
13135;2019-02-21_06-52-52to2019-02-21_06-53-01_1-0112.png;2;Crab;478;443;524;483;
24313;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0039.png;17;Starfish;417;392;463;423;
53;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0056.png;21;Starfish;592;382;638;418;
121;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0056.png;22;Small_fish;698;74;756;100;
202;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0056.png;23;Crab;543;263;577;293;
314;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0056.png;24;Crab;379;307;413;337;
426;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0056.png;25;Crab;484;289;512;309;
538;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0056.png;26;Crab;627;376;651;399;
17131;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0189.png;19;Fish;573;180;860;373;
17311;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0369.png;19;Fish;287;196;425;251;
804;2019-03-21_00-26-58to2019-03-21_00-27-06_1-0083.png;6;Shrimp;522;38;566;79;
23316;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0177.png;13;Crab;618;466;679;500;
25527;2019-03-20_06-47-19to2019-03-20_06-47-29_1-0131.png;13;Starfish;422;396;473;441;
21093;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0030.png;26;Starfish;414;512;479;539;
21238;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0030.png;28;Crab;441;310;491;346;
6030;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0027.png;1;Starfish;553;484;629;539;
21475;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0122.png;41;Crab;666;415;715;447;
16097;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0098.png;6;Fish;209;264;327;326;
5485;2019-03-06_22-24-20to2019-03-06_22-24-31_1-0164.png;27;Shrimp;237;221;254;242;
5635;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0110.png;48;Small_fish;333;511;451;539;
5678;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0110.png;49;Small_fish;578;390;738;445;
5701;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0110.png;50;Small_fish;484;508;660;539;
5825;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0110.png;55;Starfish;559;491;604;517;
24935;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0027.png;7;Crab;389;305;438;332;
25054;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0027.png;8;Jellyfish;149;149;173;170;
749;2019-03-21_01-41-04to2019-03-21_01-41-16_1-0175.png;12;Fish;390;505;431;525;
19932;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0105.png;30;Starfish;408;512;489;539;
20142;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0105.png;31;Crab;358;295;404;323;
16193;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0222.png;7;Fish;495;438;755;538;
16669;2019-03-20_23-54-24to2019-03-20_23-54-35_1-0106.png;7;Fish;400;310;541;480;
953;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0164.png;16;Shrimp;480;174;528;209;
1165;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0164.png;17;Starfish;371;413;397;479;
1282;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0113.png;28;Small_fish;556;142;696;175;
1418;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0113.png;29;Small_fish;304;456;337;471;
1599;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0113.png;30;Small_fish;538;528;581;539;
1778;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0113.png;32;Small_fish;514;445;549;463;
15766;2019-03-19_11-42-56to2019-03-19_11-43-14_1-0203.png;24;Fish;499;53;921;323;
5463;2019-03-06_22-24-20to2019-03-06_22-24-31_1-0142.png;27;Shrimp;202;213;252;245;
52;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0055.png;21;Starfish;592;382;638;418;
120;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0055.png;22;Small_fish;686;67;745;94;
201;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0055.png;23;Crab;543;263;577;293;
313;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0055.png;24;Crab;379;307;413;337;
425;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0055.png;25;Crab;484;289;512;309;
537;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0055.png;26;Crab;627;373;651;396;
17083;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0141.png;19;Fish;768;1;921;180;
20581;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0076.png;33;Crab;690;372;734;400;
20746;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0076.png;34;Crab;744;365;775;393;
20910;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0076.png;35;Crab;738;493;777;527;
3769;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0045.png;36;Small_fish;710;14;751;53;
4014;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0045.png;43;Starfish;546;487;613;539;
16170;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0171.png;6;Fish;796;351;878;446;
22844;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0094.png;3;Starfish;577;495;645;539;
22845;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0094.png;4;Starfish;590;449;656;502;
22918;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0094.png;5;Starfish;550;446;598;505;
16179;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0208.png;7;Fish;650;428;835;539;
24346;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0072.png;17;Starfish;417;392;463;423;
15399;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0028.png;12;Crab;594;476;684;539;
21465;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0112.png;41;Crab;666;415;715;447;
11849;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0152.png;3;Starfish;431;459;475;505;
11979;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0152.png;6;Small_fish;442;489;557;532;
11725;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0028.png;3;Starfish;431;459;475;505;
7306;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;1;Starfish;399;482;470;535;
7606;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;3;Crab;599;419;635;445;
7912;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;5;Small_fish;0;432;30;444;
8278;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;7;Small_fish;0;383;40;395;
8680;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;11;Small_fish;0;477;52;494;
8921;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;16;Small_fish;0;391;50;413;
9049;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0256.png;19;Small_fish;0;451;65;478;
15596;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0057.png;8;Fish;71;435;237;539;
16693;2019-03-20_23-54-24to2019-03-20_23-54-35_1-0130.png;7;Fish;438;288;512;469;
684;2019-03-21_01-41-04to2019-03-21_01-41-16_1-0098.png;11;Small_fish;75;44;141;74;
15331;2019-03-06_22-04-39to2019-03-06_22-04-49_1-0075.png;20;Fish;332;158;635;539;
16356;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0176.png;25;Fish;407;216;541;279;
20003;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0176.png;30;Starfish;408;512;489;539;
20213;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0176.png;31;Crab;317;295;354;314;
838;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0049.png;16;Shrimp;166;25;219;54;
1050;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0049.png;17;Starfish;371;413;397;479;
24322;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0048.png;17;Starfish;417;392;463;423;
24388;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0048.png;18;Jellyfish;77;407;111;439;
21105;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0042.png;26;Starfish;414;512;479;539;
21250;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0042.png;28;Crab;449;303;497;338;
16302;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0122.png;25;Fish;518;227;611;285;
6880;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0054.png;1;Small_fish;30;426;100;461;
6912;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0054.png;2;Small_fish;95;503;173;531;
6948;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0054.png;3;Small_fish;0;475;45;497;
6976;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0054.png;6;Small_fish;36;513;97;539;
16062;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0063.png;6;Fish;16;289;134;359;
6027;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0024.png;1;Starfish;553;484;629;539;
23642;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0051.png;14;Crab;495;463;522;494;
23804;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0051.png;15;Crab;635;497;698;533;
23195;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0056.png;13;Crab;677;493;742;532;
23009;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0040.png;10;Starfish;448;247;491;287;
5281;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0056.png;14;Starfish;407;502;481;539;
5352;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0056.png;15;Shrimp;45;379;99;414;
16136;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0137.png;6;Fish;451;231;603;300;
2876;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0203.png;20;Small_fish;610;287;637;354;
3077;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0203.png;21;Crab;655;450;685;483;
3287;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0203.png;22;Crab;597;484;650;519;
3436;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0203.png;23;Crab;565;422;595;449;
3540;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0203.png;25;Crab;432;351;466;374;
3586;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0203.png;26;Crab;698;501;735;532;
24994;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0086.png;7;Crab;375;306;423;335;
19659;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0112.png;17;Fish;67;218;282;455;
20025;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0198.png;30;Starfish;408;512;489;539;
20235;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0198.png;31;Crab;309;296;346;315;
4555;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0060.png;8;Starfish;432;462;474;520;
4745;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0060.png;9;Small_fish;112;401;152;442;
24874;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0070.png;23;Jellyfish;312;18;353;51;
19607;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0060.png;17;Fish;29;414;216;538;
4266;2019-02-20_19-01-02to2019-02-20_19-01-13_1-0105.png;1;Small_fish;109;512;199;539;
25545;2019-03-20_06-47-19to2019-03-20_06-47-29_1-0149.png;13;Starfish;422;396;473;441;
22075;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0106.png;37;Crab;562;420;592;446;
22190;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0106.png;38;Crab;489;409;517;437;
22284;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0106.png;39;Crab;684;406;733;439;
15677;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0138.png;8;Fish;732;180;831;295;
3636;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0029.png;33;Small_fish;582;212;606;227;
3753;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0029.png;36;Small_fish;481;460;549;503;
3998;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0029.png;43;Starfish;546;487;613;539;
3956;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0189.png;42;Small_fish;440;396;476;451;
4158;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0189.png;43;Starfish;546;487;613;539;
4188;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0189.png;44;Small_fish;474;500;502;519;
1948;2019-03-21_00-29-09to2019-03-21_00-29-17_1-0087.png;9;Small_fish;495;365;511;388;
16656;2019-03-20_23-54-24to2019-03-20_23-54-35_1-0093.png;7;Fish;395;332;549;499;
24325;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0051.png;17;Starfish;417;392;463;423;
24391;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0051.png;18;Jellyfish;131;399;165;429;
11960;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;3;Starfish;431;459;475;505;
12090;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;6;Small_fish;692;366;758;406;
12189;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;8;Small_fish;584;402;638;451;
12243;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;1;Crab;512;489;551;525;
12325;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;7;Small_fish;592;410;644;504;
12415;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;9;Small_fish;689;408;743;490;
12599;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;10;Small_fish;788;446;812;484;
12604;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;12;Small_fish;550;519;580;568;
12644;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;13;Small_fish;629;440;657;490;
12711;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;15;Small_fish;624;445;682;488;
12746;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;16;Small_fish;733;425;774;452;
12758;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;17;Small_fish;742;378;794;408;
12795;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0263.png;18;Small_fish;591;501;651;537;
5251;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0026.png;14;Starfish;407;502;481;539;
19965;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0138.png;30;Starfish;408;512;489;539;
20175;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0138.png;31;Crab;332;288;382;318;
23675;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0084.png;14;Crab;495;463;522;494;
23837;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0084.png;15;Crab;643;472;704;516;
24591;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0049.png;1;Starfish;699;437;794;514;
24679;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0049.png;2;Jellyfish;211;100;262;147;
24254;2019-03-20_02-06-34to2019-03-20_02-06-42_1-0064.png;4;Jellyfish;49;173;77;216;
23033;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0064.png;10;Starfish;448;247;491;287;
23103;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0064.png;11;Crab;212;188;298;295;
16762;2019-02-22_22-11-57to2019-02-22_22-12-10_1-0062.png;10;Fish;562;293;626;472;
19417;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0063.png;6;Fish;624;411;716;481;
24598;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0056.png;1;Starfish;699;437;794;514;
24686;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0056.png;2;Jellyfish;191;177;238;207;
5575;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0136.png;47;Small_fish;645;411;794;539;
5719;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0136.png;53;Small_fish;721;453;918;539;
5851;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0136.png;55;Starfish;558;491;608;538;
16339;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0159.png;25;Fish;439;236;569;296;
15760;2019-03-19_11-42-56to2019-03-19_11-43-14_1-0197.png;24;Fish;395;55;852;310;
4902;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0114.png;3;Starfish;399;435;465;513;
5018;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0114.png;4;Crab;594;410;619;434;
5038;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0114.png;5;Crab;638;451;687;494;
5219;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0114.png;6;Shrimp;470;281;550;340;
4305;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0018.png;10;Starfish;431;460;476;522;
4411;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0018.png;11;Small_fish;307;199;347;245;
15391;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0020.png;12;Crab;602;483;683;539;
23947;2019-03-19_11-41-37to2019-03-19_11-41-47_1-0053.png;40;Crab;433;74;639;303;
13276;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;1;Small_fish;487;140;536;159;
13334;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;4;Small_fish;446;182;511;203;
13476;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;7;Small_fish;457;209;504;228;
13572;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;10;Small_fish;494;232;534;247;
13652;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;2;Small_fish;490;206;537;231;
13749;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;5;Small_fish;507;157;558;174;
13850;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;11;Small_fish;452;190;508;208;
13950;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;13;Small_fish;474;269;521;285;
14050;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;6;Small_fish;519;210;568;229;
14148;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;15;Small_fish;491;218;525;230;
14183;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;17;Starfish;540;490;620;539;
14283;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;18;Small_fish;584;110;627;136;
14378;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;19;Small_fish;522;109;558;126;
14473;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;23;Small_fish;547;179;590;193;
14562;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;24;Small_fish;621;140;664;164;
14668;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;25;Small_fish;617;182;649;198;
14784;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;26;Small_fish;512;243;555;261;
15040;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0015.png;31;Small_fish;557;229;576;243;
17749;2019-02-22_22-21-31to2019-02-22_22-21-44_1-0067.png;12;Fish;342;74;449;142;
15200;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0106.png;16;Fish;310;152;383;192;
2907;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0030.png;21;Crab;652;432;689;475;
3114;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0030.png;22;Crab;559;508;633;539;
3319;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0030.png;23;Crab;481;401;515;426;
7133;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0083.png;1;Starfish;398;477;469;535;
7433;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0083.png;3;Crab;587;442;625;471;
7739;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0083.png;5;Small_fish;77;404;149;426;
7953;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0083.png;6;Small_fish;0;427;51;449;
8105;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0083.png;7;Small_fish;0;469;54;506;
21544;2019-03-20_20-18-49to2019-03-20_20-18-57_1-0066.png;12;Crab;844;436;903;539;
13318;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;1;Small_fish;254;131;310;161;
13418;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;4;Small_fish;239;183;296;222;
13514;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;9;Small_fish;254;201;300;223;
13608;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;10;Small_fish;267;261;328;285;
13692;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;3;Small_fish;279;281;335;321;
13791;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;5;Small_fish;284;142;354;183;
13892;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;11;Small_fish;218;242;271;287;
13992;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;13;Small_fish;338;294;388;323;
14090;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;14;Small_fish;346;317;408;339;
14225;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;17;Starfish;540;490;620;539;
14325;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;18;Small_fish;422;139;496;162;
14415;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;21;Small_fish;367;68;418;86;
14515;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;23;Small_fish;325;247;394;273;
14610;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;24;Small_fish;423;171;498;187;
14710;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;25;Small_fish;422;277;480;303;
14803;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;26;Small_fish;283;319;349;342;
14886;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;28;Small_fish;412;205;475;245;
14989;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;30;Small_fish;337;220;389;237;
15095;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;29;Small_fish;312;310;341;324;
15134;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0057.png;35;Small_fish;326;258;373;274;
19666;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0119.png;17;Fish;32;228;287;481;
13273;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;1;Small_fish;498;134;545;159;
13331;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;4;Small_fish;459;180;510;204;
13473;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;7;Small_fish;475;202;513;220;
13569;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;10;Small_fish;495;227;545;241;
13649;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;2;Small_fish;504;205;552;227;
13746;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;5;Small_fish;509;155;558;172;
13847;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;11;Small_fish;460;187;519;208;
13947;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;13;Small_fish;482;263;529;279;
14047;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;6;Small_fish;535;208;572;225;
14145;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;15;Small_fish;503;215;537;227;
14180;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;17;Starfish;540;490;620;539;
14280;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;18;Small_fish;584;108;620;131;
14375;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;19;Small_fish;526;101;561;115;
14470;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;23;Small_fish;549;173;592;186;
14559;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;24;Small_fish;627;137;670;161;
14665;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;25;Small_fish;640;192;669;207;
15037;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0012.png;31;Small_fish;557;231;576;245;
4711;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0216.png;8;Starfish;432;459;474;519;
25295;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0014.png;16;Starfish;434;292;474;328;
5947;2019-02-20_19-40-26to2019-02-20_19-40-35_1-0049.png;2;Small_fish;43;151;64;201;
23958;2019-03-19_11-41-37to2019-03-19_11-41-47_1-0064.png;40;Crab;564;311;727;497;
23297;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0158.png;13;Crab;624;466;685;500;
19423;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0069.png;6;Fish;615;406;712;470;
23767;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0176.png;14;Crab;495;463;522;494;
23929;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0176.png;15;Crab;659;433;705;482;
1478;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0173.png;29;Small_fish;296;490;318;504;
1659;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0173.png;30;Small_fish;428;517;468;528;
1838;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0173.png;32;Small_fish;514;456;545;469;
17527;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0164.png;21;Fish;829;423;889;539;
